id,first_name,last_name,country,birth_date,team,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7,stage_8,stage_9,stage_10,stage_11,stage_12,stage_13,stage_14,stage_15,stage_16,stage_17,stage_18,stage_19,stage_20,stage_21
41,Richie,PORTE,AUS,1985-01-30T00:00:00,BMC RACING TEAM,47,47,47,47,39,39,39,39,,,,,,,,,,,,,
42,Damiano,CARUSO,ITA,1987-10-12T00:00:00,BMC RACING TEAM,47,47,110,110,155,155,155,155,418,418,418,533,673,686,365,365,603,821,821,888,888
43,Alessandro,DE MARCHI,ITA,1986-05-19T00:00:00,BMC RACING TEAM,39,39,296,296,1075,1221,1429,2635,4143,4143,4240,5683,6435,7164,7119,7464,9416,10961,10961,11125,11245
44,Stefan,KUENG,SUI,1993-11-16T00:00:00,BMC RACING TEAM,5,5,38,38,991,991,991,2197,3956,3956,4042,4943,5776,5916,6611,6611,8563,10129,10129,10157,10157
45,Amaël,MOINARD,FRA,1982-02-02T00:00:00,BMC RACING TEAM,85,85,309,309,1192,1244,1244,1986,3494,3545,3545,3975,4346,5136,4823,4874,5165,5400,5400,5522,5522
46,Nicolas,ROCHE,IRL,1984-03-07T00:00:00,BMC RACING TEAM,74,74,97,97,134,134,134,134,1768,1768,1768,2948,3700,4081,3756,3773,5197,5476,5476,5555,5555
47,Michael,SCHÄR,SUI,1986-09-29T00:00:00,BMC RACING TEAM,44,391,571,571,1524,1524,1524,2509,4143,4143,4143,5122,5955,6071,6766,6783,8735,9536,9536,9663,9714
48,Greg,VAN AVERMAET,BEL,1985-05-17T00:00:00,BMC RACING TEAM,42,42,40,40,668,668,668,1410,3044,3044,3044,4215,4466,4453,5148,5148,7100,8204,8204,8354,8354
49,Danilo,WYSS,SUI,1985-08-26T00:00:00,BMC RACING TEAM,60,60,167,167,857,857,857,2063,3697,3697,3697,4676,5509,5890,6585,7564,9221,10325,10325,10431,10431
5,Michal,KWIATKOWSKI,POL,1990-06-02T00:00:00,TEAM SKY,15,15,32,32,116,116,116,1322,3507,3507,3507,4533,4533,4645,5852,6157,7472,8273,8273,8268,8268
51,Fabio,ARU,ITA,1990-07-03T00:00:00,ASTANA PRO TEAM,52,52,52,52,14,14,14,14,18,18,18,0,0,18,18,18,53,115,115,185,185
52,Dario,CATALDO,ITA,1985-03-17T00:00:00,ASTANA PRO TEAM,55,55,225,225,915,997,1118,2324,3958,4054,,,,,,,,,,,
53,Jakob,FUGLSANG,DEN,1985-03-22T00:00:00,ASTANA PRO TEAM,54,54,54,54,93,93,93,93,97,97,97,1743,,,,,,,,,
54,Andriy,GRIVKO,UKR,1983-07-08T00:00:00,ASTANA PRO TEAM,17,17,124,124,961,1107,1143,2987,4746,4842,4842,6488,7645,8435,9130,9248,11200,12610,12610,12734,12734
55,Dmitriy,GRUZDEV,KAZ,1986-03-13T00:00:00,ASTANA PRO TEAM,54,114,294,429,1126,1272,1324,2530,4687,4841,4841,6487,7320,8110,8805,9020,10972,12155,12155,12282,12282
56,Bakhtiyar,KOZHATAYEV,KAZ,1992-03-28T00:00:00,ASTANA PRO TEAM,88,435,620,830,1520,1666,1787,2993,4501,4655,4795,5698,6531,7321,8528,8986,10643,10852,10852,11051,11051
57,Alexey,LUTSENKO,KAZ,1992-09-07T00:00:00,ASTANA PRO TEAM,29,29,37,37,342,342,342,711,2984,3138,3278,4707,5782,6163,6858,7263,9215,9369,9369,9459,9550
58,ANDERSEN Michael,VALGREN,DEN,1992-02-07T00:00:00,ASTANA PRO TEAM,55,55,118,118,1001,1001,1001,1001,2635,2635,2655,4301,5134,5265,5960,6254,7911,8612,8612,8736,8736
59,Andrey,ZEITS,KAZ,1986-12-14T00:00:00,ASTANA PRO TEAM,103,103,283,283,929,929,929,1406,2977,2977,2977,4623,4994,5061,5295,5674,6367,7037,7037,7149,7149
6,Mikel,LANDA MEANA,ESP,1989-12-13T00:00:00,TEAM SKY,68,68,68,68,107,107,107,107,186,186,186,175,69,77,77,77,84,96,96,141,141
61,Louis,MEINTJES,RSA,1992-02-21T00:00:00,UAE TEAM EMIRATES,72,72,72,72,84,84,84,84,300,300,300,291,291,309,309,360,395,412,412,500,500
62,Darwin,ATAPUMA,COL,0001-01-01T00:00:00,UAE TEAM EMIRATES,146,146,326,326,840,986,1087,2293,3927,3927,3927,4655,5026,5094,6125,6296,6346,6340,6340,6580,6631
63,Matteo,BONO,ITA,1983-11-11T00:00:00,UAE TEAM EMIRATES,80,666,860,1036,1550,1583,1583,2789,4423,4423,4423,6000,6833,7623,8318,8411,10363,11682,11682,11961,12059
64,Kristijan,DURASEK,CRO,1987-07-26T00:00:00,UAE TEAM EMIRATES,117,117,287,287,801,801,801,2007,3578,3578,3578,5007,5378,5474,5639,5732,6666,7292,7292,7493,7493
65,Vegard Stake,LAENGEN,NOR,1989-02-07T00:00:00,UAE TEAM EMIRATES,71,71,241,241,818,923,943,2149,3783,3937,4077,5657,6490,7280,8487,9466,11418,13111,13111,13312,13312
66,Marco,MARCATO,ITA,1984-02-11T00:00:00,UAE TEAM EMIRATES,81,81,176,176,690,690,690,2534,4168,4168,4308,5888,6721,6729,7424,7550,9502,11028,11028,11153,11153
67,Manuele,MORI,ITA,1980-08-09T00:00:00,UAE TEAM EMIRATES,72,72,167,167,550,550,651,1857,,,,,,,,,,,,,
68,Ben,SWIFT,GBR,1987-11-05T00:00:00,UAE TEAM EMIRATES,68,68,175,175,1123,1269,1269,2475,4725,4725,4725,6175,7008,7050,7745,7838,9495,10905,10255,10488,10488
69,Diego,ULISSI,ITA,1989-07-15T00:00:00,UAE TEAM EMIRATES,43,43,43,43,426,426,426,1632,3266,3266,3266,4851,4991,5054,4682,4775,5709,6217,6217,6323,6323
7,Mikel,NIEVE ITURRALDE,ESP,1984-05-26T00:00:00,TEAM SKY,80,80,113,113,162,162,162,162,378,378,378,450,590,658,892,985,1276,1391,1391,1528,1528
71,Arnaud,DEMARE,FRA,1991-08-26T00:00:00,FDJ,49,43,43,33,1194,1188,1188,3391,,,,,,,,,,,,,
72,Davide,CIMOLAI,ITA,1989-08-13T00:00:00,FDJ,100,153,417,417,1756,1861,1957,3801,6051,6051,6051,8164,9220,9225,10432,10737,12689,14569,14569,14775,14775
73,Mickaël,DELAGE,FRA,1985-06-08T00:00:00,FDJ,83,676,903,1140,2301,2353,2405,4608,,,,,,,,,,,,,
74,Jacopo,GUARNIERI,ITA,1987-08-14T00:00:00,FDJ,108,108,372,372,1714,1714,1714,3558,,,,,,,,,,,,,
75,Ignatas,KONOVALOVAS,LTU,1985-12-08T00:00:00,FDJ,46,137,307,307,1468,1468,1564,3767,,,,,,,,,,,,,
76,Olivier,LE GAC,FRA,1993-08-27T00:00:00,FDJ,80,186,1634,1956,3157,3454,3537,5381,7015,7015,7015,8444,9500,9587,10618,11597,13549,15242,15242,15441,15441
77,Rudy,MOLARD,FRA,1989-09-17T00:00:00,FDJ,59,59,67,67,227,227,227,985,2619,2619,2619,3347,4180,4265,4960,5053,5987,6247,5597,5755,5755
78,Thibaut,PINOT,FRA,1990-05-29T00:00:00,FDJ,50,50,235,235,458,604,624,1488,3122,3122,3122,4551,5384,5459,5138,5517,,,,,
79,Arthur,VICHOT,FRA,1988-11-26T00:00:00,FDJ,89,89,196,196,452,452,452,976,2610,2610,2630,4773,,,,,,,,,
8,Luke,ROWE,GBR,1990-10-03T00:00:00,TEAM SKY,110,945,1176,1413,2361,2507,2507,4710,6960,6960,7046,9116,10172,10553,11760,12739,14691,16384,16384,16552,16552
81,Johan Esteban,CHAVES,COL,0001-01-01T00:00:00,ORICA - SCOTT,73,73,73,73,164,164,164,164,1923,1923,1923,3352,4104,4214,5245,5338,7290,8609,8609,8854,8854
82,Michael,ALBASINI,SUI,1980-12-20T00:00:00,ORICA - SCOTT,42,42,68,68,758,758,810,2016,3775,3775,3775,5817,6650,6748,7779,8158,10110,11803,11075,11215,11215
83,Luke,DURBRIDGE,AUS,1991-04-09T00:00:00,ORICA - SCOTT,181,,,,,,,,,,,,,,,,,,,,
84,Mathew,HAYMAN,AUS,1978-04-20T00:00:00,ORICA - SCOTT,61,61,251,251,1198,1198,1198,2617,4867,4867,4867,6909,7965,8755,9786,10765,12717,14410,14410,14653,14717
85,Damien,HOWSON,AUS,1992-08-13T00:00:00,ORICA - SCOTT,43,43,150,342,788,968,1089,1831,3465,3465,3465,4738,5571,6361,7056,7605,9557,10507,10507,10617,10617
86,Daryl,IMPEY,RSA,1984-12-06T00:00:00,ORICA - SCOTT,19,19,45,45,504,504,504,1710,3344,3344,3344,4773,5606,5624,5939,5990,6924,7305,7305,7319,7319
87,Jens,KEUKELEIRE,BEL,1988-11-23T00:00:00,ORICA - SCOTT,64,64,171,171,748,748,748,1490,3124,3124,3124,4553,5386,5449,6144,6144,8096,9138,8404,8546,8546
88,Roman,KREUZIGER,CZE,1986-05-06T00:00:00,ORICA - SCOTT,56,56,56,56,161,161,161,161,1266,1266,1266,1940,2191,2278,2445,2538,3237,3465,3465,3598,3598
89,Simon,YATES,GBR,1992-07-08T00:00:00,ORICA - SCOTT,37,37,45,45,43,43,43,43,122,122,122,133,124,122,122,122,247,286,286,374,374
9,Geraint,THOMAS,GBR,1986-05-25T00:00:00,TEAM SKY,0,0,0,0,12,12,12,12,,,,,,,,,,,,,
91,Mark,Cavendish,GBR,1985-05-21T00:00:00,TEAM DIMENSION DATA,106,106,342,342,,,,,,,,,,,,,,,,,
92,Edvald,BOASSON HAGEN,NOR,1987-05-17T00:00:00,TEAM DIMENSION DATA,16,16,16,16,593,593,587,1793,3427,3427,3423,5003,5836,5826,7033,7027,8979,10672,9915,10096,10092
93,Stephen,CUMMINGS,GBR,1981-03-19T00:00:00,TEAM DIMENSION DATA,56,56,287,515,1434,1486,1558,3402,5652,5703,5703,6379,7536,8326,9533,10132,12084,13494,13494,13698,13990
94,Bernhard,EISEL,AUT,1981-02-17T00:00:00,TEAM DIMENSION DATA,102,102,272,272,1219,1333,1361,3205,5455,5455,5537,7736,8893,9683,10890,10983,12935,14711,14711,14942,15018
95,Reinardt,JANSE VAN RENSBURG,RSA,1989-02-03T00:00:00,TEAM DIMENSION DATA,69,69,95,95,714,788,788,2632,4882,4882,4882,6561,7617,7753,8784,8784,10736,12429,12429,12654,12654
96,Serge,PAUWELS,BEL,1983-11-21T00:00:00,TEAM DIMENSION DATA,70,70,78,78,120,120,120,120,1754,1754,1754,2034,2154,2194,1873,1966,2087,2251,2251,2376,2376
97,Mark,RENSHAW,AUS,1982-10-22T00:00:00,TEAM DIMENSION DATA,110,110,436,436,1351,1425,1469,3672,,,,,,,,,,,,,
98,Scott,THWAITES,GBR,1990-02-12T00:00:00,TEAM DIMENSION DATA,110,136,223,460,1150,1202,1222,2428,4062,4062,4148,5728,6561,6677,7884,7907,9859,11552,11552,11712,11788
99,Jacobus,VENTER,RSA,1987-02-13T00:00:00,TEAM DIMENSION DATA,80,171,375,612,1761,1875,1976,3820,6070,6070,6210,7904,8960,9279,10486,11465,13417,15110,15110,15324,15616
